Channel Budget Digital,Channel Budget TV,Channel Budget Radio,Channel Budget Newspaper,sales,Spend Frequency,Start Date,End Date,Duration,ROI,Engagement Metrics,Target Audience Size,Demographics,Zip Code,Seasonality
3.2,80.2,0,9.2,8.8,Monthly,2023-10-01,2023-11-07,37,2.878438896,848,61356,18-24,95973,Summer
43.1,220.3,49,3.2,24.7,Weekly,2023-03-12,2023-05-29,78,2.385591786,844,90082,25-34,92591,Summer
8.7,59.6,12,43.1,9.7,Weekly,2023-12-28,2024-02-28,62,2.638098926,415,90882,35-44,90065,Holiday
43,0.7,39.6,8.7,1.6,Monthly,2023-11-13,2024-01-04,52,0.5429821149,403,18226,55+,95421,Summer
2.1,265.2,2.9,43,12.7,Daily,2023-05-11,2023-08-04,85,1.591470439,158,90186,35-44,95357,Holiday
45.1,8.4,27.2,2.1,5.7,Monthly,2023-02-15,2023-03-30,43,2.477848269,719,98662,25-34,93105,Winter
65.6,219.8,33.5,45.1,19.6,Monthly,2023-02-24,2023-05-04,69,2.499635385,695,11648,35-44,95528,Winter
8.5,36.9,38.6,65.6,10.8,Weekly,2023-04-08,2023-05-23,45,1.658680807,544,58718,18-24,91010,Holiday
9.3,48.3,47,8.5,11.6,Monthly,2023-04-06,2023-06-12,67,1.265599508,520,68786,18-24,95682,Summer
59.7,25.6,39,9.3,9.5,Weekly,2023-03-20,2023-05-13,54,0.9932287804,998,52345,55+,95735,None
20.5,273.7,28.9,59.7,20.8,Monthly,2023-06-06,2023-08-24,79,2.853897802,329,31820,45-54,91752,Summer
1.7,43,25.9,20.5,9.6,Weekly,2023-07-13,2023-08-27,45,2.055861,423,67997,55+,91606,Winter
12.9,184.9,43.9,1.7,20.7,Daily,2023-02-11,2023-04-25,73,0.6447840363,424,58134,55+,95835,None
75.6,73.4,17,12.9,10.9,Weekly,2023-08-16,2023-11-07,83,1.230613265,35,93922,35-44,90805,Summer
37.9,193.7,35.4,75.6,19.2,Daily,2023-04-05,2023-06-13,69,2.320367867,391,25055,25-34,90023,None
34.4,220.5,33.2,37.9,20.1,Weekly,2023-05-21,2023-07-21,61,2.940508464,831,30622,18-24,95816,None
38.9,104.6,5.7,34.4,10.4,Daily,2023-02-11,2023-03-29,46,1.91595679,372,22255,25-34,92139,None
9,96.2,14.8,38.9,11.4,Monthly,2023-02-12,2023-04-13,60,0.8004710038,889,24995,18-24,92253,None
8.7,140.3,1.9,9,10.3,Monthly,2023-12-20,2024-02-27,69,1.90935727,665,43320,25-34,93907,Summer
44.3,240.1,7.3,8.7,13.2,Monthly,2023-05-28,2023-07-21,54,2.521557654,541,65424,35-44,93432,Holiday
11.9,243.2,49,44.3,25.4,Monthly,2023-02-17,2023-05-04,76,0.7280293121,64,42070,35-44,95382,Winter
20.6,38,40.3,11.9,10.9,Daily,2023-06-05,2023-08-19,75,2.632731998,184,89061,25-34,95030,Winter
37,44.7,25.8,20.6,10.1,Weekly,2023-11-17,2024-01-20,64,2.006529939,188,75989,55+,92506,Holiday
48.7,280.7,13.9,37,16.1,Monthly,2023-06-07,2023-07-27,50,1.90819027,268,31866,35-44,90043,Summer
14.2,121,8.4,48.7,11.6,Daily,2023-07-12,2023-09-26,76,2.246556379,684,15818,18-24,95637,Winter
37.7,197.6,23.3,14.2,16.6,Daily,2023-04-02,2023-05-26,54,2.064514702,257,16215,18-24,94931,Winter
9.5,171.3,39.7,37.7,19,Weekly,2023-12-30,2024-02-08,40,2.939361921,348,37080,25-34,93728,None
5.7,187.8,21.1,9.5,15.6,Monthly,2023-09-17,2023-10-24,37,2.343543353,32,95485,55+,90701,Summer
50.5,4.1,11.6,5.7,3.2,Weekly,2023-12-23,2024-03-20,88,2.400994447,502,65746,35-44,92264,Winter
24.3,93.9,43.5,50.5,15.3,Monthly,2023-06-03,2023-07-08,35,2.082100795,617,53040,55+,90046,None
45.2,149.8,1.3,24.3,10.1,Daily,2023-04-02,2023-06-22,81,2.550097162,694,65789,25-34,95305,Holiday
34.6,11.7,36.9,45.2,7.3,Monthly,2023-08-11,2023-10-15,65,0.8475912696,281,82558,45-54,90077,None
30.7,131.7,18.4,34.6,12.9,Monthly,2023-11-02,2023-12-16,44,2.353035962,179,53044,55+,91406,Holiday
49.3,172.5,18.1,30.7,14.4,Daily,2023-09-18,2023-11-17,60,1.913904482,695,62279,35-44,94956,Summer
25.6,85.7,35.8,49.3,13.3,Monthly,2023-03-16,2023-04-19,34,1.491032019,798,44532,35-44,90056,Winter
7.4,188.4,18.1,25.6,14.9,Daily,2023-02-07,2023-03-17,38,1.770135391,740,53323,45-54,93103,Holiday
5.4,163.5,36.8,7.4,18,Monthly,2023-10-03,2023-12-16,74,1.407304769,322,24145,35-44,92220,Winter
84.8,117.2,14.7,5.4,11.9,Monthly,2023-02-04,2023-03-28,52,2.999728895,183,95870,55+,94134,Winter
21.6,234.5,3.4,84.8,11.9,Weekly,2023-06-27,2023-08-07,41,2.150989639,85,40872,25-34,92866,Winter
19.4,17.9,37.6,21.6,8,Monthly,2023-06-23,2023-08-18,56,2.537848263,353,21545,55+,92701,None
57.6,206.8,5.2,19.4,12.2,Weekly,2023-02-02,2023-03-22,48,1.310329304,523,89036,45-54,93657,Summer
6.4,215.4,23.6,57.6,17.1,Monthly,2023-12-06,2024-01-18,43,0.5137416724,220,59016,25-34,92120,Summer
18.4,284.3,10.6,6.4,15,Monthly,2023-12-04,2024-01-10,37,1.176974917,926,53356,45-54,95032,Winter
47.4,50,11.6,18.4,8.4,Daily,2023-03-05,2023-05-15,71,1.599655268,583,38351,45-54,91504,Summer
17,164.5,20.9,47.4,14.5,Monthly,2023-01-05,2023-03-29,83,0.9881111998,670,26410,25-34,92401,Summer
12.8,19.6,20.1,17,7.6,Weekly,2023-12-04,2024-02-22,80,1.776478751,179,85181,35-44,95545,Winter
13.1,168.4,7.1,12.8,11.7,Weekly,2023-04-24,2023-07-12,79,2.713544831,691,41782,45-54,95663,None
41.8,222.4,3.4,13.1,11.5,Daily,2023-02-04,2023-04-23,78,2.398525577,597,63244,35-44,95943,Winter
20.3,276.9,48.9,41.8,27,Weekly,2023-01-29,2023-03-24,54,1.17007169,892,89597,18-24,93101,Winter
35.2,248.4,30.2,20.3,20.2,Daily,2023-08-21,2023-09-24,34,2.315258852,81,48071,35-44,94952,Summer
23.7,170.2,7.8,35.2,11.7,Daily,2023-02-10,2023-03-12,30,2.522887845,743,60264,25-34,91762,None
17.6,276.7,2.3,23.7,11.8,Monthly,2023-12-09,2024-01-23,45,1.895434641,307,65597,25-34,92592,None
8.3,165.6,10,17.6,12.6,Weekly,2023-10-30,2023-12-13,44,2.728495079,609,21898,25-34,92662,Summer
27.4,156.6,2.6,8.3,10.5,Daily,2023-11-09,2023-12-20,41,0.9091652836,78,76417,45-54,92027,None
29.7,218.5,5.4,27.4,12.2,Daily,2023-09-12,2023-12-04,83,1.936669144,229,18488,55+,95501,None
71.8,56.2,5.7,29.7,8.7,Daily,2023-07-13,2023-08-14,32,2.025816279,210,25248,35-44,95818,None
30,287.6,43,71.8,26.2,Daily,2023-08-09,2023-11-05,88,1.100018997,525,79226,18-24,93644,None
19.6,253.8,21.3,30,17.6,Weekly,2023-07-24,2023-09-13,51,0.9958998331,926,44268,25-34,95488,None
26.6,205,45.1,19.6,22.6,Daily,2023-11-25,2024-02-21,88,1.213194777,630,13638,35-44,91105,None
18.2,139.5,2.1,26.6,10.3,Weekly,2023-03-21,2023-06-06,77,1.110561891,664,25658,45-54,90604,Winter
3.7,191.1,28.7,18.2,17.3,Daily,2023-12-27,2024-01-31,35,2.652365322,745,25297,18-24,91932,None
23.4,286,13.9,3.7,15.9,Monthly,2023-01-10,2023-03-08,57,1.297689947,615,16804,35-44,95012,Holiday
5.8,18.7,12.1,23.4,6.7,Weekly,2023-02-15,2023-04-08,52,1.030146103,716,77655,25-34,93932,Summer
6,39.5,41.1,5.8,10.8,Weekly,2023-06-12,2023-08-29,78,0.5799436435,287,43587,25-34,90746,Holiday
31.6,75.5,10.8,6,9.9,Daily,2023-06-24,2023-07-31,37,0.8058345127,129,41053,55+,93001,Holiday
3.6,17.2,4.1,31.6,5.9,Daily,2023-05-28,2023-07-17,50,0.6446988725,61,45233,55+,91773,Summer
6,166.8,42,3.6,19.6,Weekly,2023-03-21,2023-05-19,59,0.5943164879,663,40999,25-34,92649,None
13.8,149.7,35.6,6,17.3,Monthly,2023-02-17,2023-04-10,52,1.405795082,8,24540,35-44,91202,Winter
8.1,38.2,3.7,13.8,7.6,Daily,2023-07-21,2023-09-20,61,1.880501441,323,86393,25-34,95637,Holiday
6.4,94.2,4.9,8.1,9.7,Weekly,2023-11-24,2024-01-20,57,2.788503464,450,33719,18-24,96048,Winter
8.1,38.2,3.7,13.8,7.6,Weekly,2023-11-15,2024-01-13,59,1.214525118,399,60107,55+,92503,Summer
6.4,94.2,4.9,8.1,9.7,Weekly,2023-04-06,2023-06-07,62,2.001879014,354,68307,25-34,93962,Winter
